"","location","social_context","rec_ID","notetype","Begin.File","Begin.Time..s.","End.Time..s.","Delta.Time..s.","Avg.Entropy..bits.","Max.Entropy..bits.","BW.90...Hz.","IQR.BW..Hz.","IQR.Dur..s.","PFC.Max.Slope..Hz.ms.","PFC.Min.Slope..Hz.ms.","Peak.Freq..Hz.","PFC.Max.Freq..Hz.","PFC.Min.Freq..Hz.","Peak.Time.Relative"
"660","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",11.458390068,11.945346594,0.487,3.474,5.31,1808.8,344.5,0.2,207.7,-178.1,602.9,1464.3,0,0.2048
"661","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",20.993828205,21.441301769,0.447,3.371,4.875,1550.4,344.5,0.2,163.2,-163.2,689.1,1033.6,86.1,0.3947
"662","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",89.856098636,90.198284303,0.342,3.63,4.932,2411.7,344.5,0.2,133.5,-133.5,689.1,1033.6,172.3,0.4138
"663","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",117.203303939,117.598133554,0.395,3.826,5.655,2756.2,344.5,0.2,207.7,-133.5,689.1,1464.3,258.4,0.6866
"664","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",131.447473134,131.894946698,0.447,4.01,5.525,2928.5,344.5,0.2,163.2,-148.4,602.9,1808.8,172.3,0.2368
"665","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",143.918781857,144.36625542,0.447,3.458,5.645,1808.8,344.5,0.2,118.7,-118.7,689.1,1033.6,258.4,0.5658
"666","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",205.518132756,205.978767307,0.461,3.967,5.64,2928.5,344.5,0.2,133.5,-148.4,947.5,1033.6,86.1,0.4557
"667","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",299.029603122,299.424432738,0.395,3.936,5.63,3014.6,344.5,0.2,148.4,-192.9,689.1,1464.3,86.1,0.5672
"668","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",316.945209632,317.32687826,0.382,3.895,5.336,2842.4,344.5,0.2,133.5,-133.5,775.2,1119.7,86.1,0.4462
"669","tamhini","N_A","n_03","DN","ZOOM0491_Tr1.WAV",331.493276798,331.993394311,0.5,3.84,5.555,2584,344.5,0.2,163.2,-148.4,602.9,1205.9,0,0.3023
"670","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",24.988483085,25.267607391,0.279,3.918,5.758,516.8,172.3,0.1,356.1,-326.4,1981.1,2584,86.1,0.4681
"671","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",55.292439877,55.606454721,0.314,3.659,5.608,775.2,172.3,0.1,133.5,-133.5,1808.8,2584,689.1,0.5926
"672","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",75.425328235,75.681192182,0.256,3.576,5.317,947.5,172.3,0.1,281.9,-237.4,1808.8,1981.1,86.1,0.5814
"673","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",137.06567145,137.327350487,0.262,3.534,5.566,775.2,172.3,0.1,237.4,-222.6,1636.5,1808.8,258.4,0.5455
"674","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",174.802720245,175.08765964,0.285,4.011,5.723,861.3,86.1,0.1,281.9,-252.2,1722.7,1808.8,86.1,0.5
"675","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",224.891993356,225.136227123,0.244,4.263,5.824,3014.6,344.5,0.1,192.9,-222.6,1550.4,1808.8,258.4,0.6341
"676","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",250.215069431,250.505823916,0.291,3.837,5.736,775.2,172.3,0.1,252.2,-222.6,1894.9,1981.1,258.4,0.3265
"677","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",265.571959266,265.845268482,0.273,3.324,5.77,775.2,172.3,0.1,341.3,-326.4,1894.9,1981.1,0,0.617
"678","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",284.576228145,284.901873168,0.326,3.3,5.454,861.3,172.3,0.1,311.6,-311.6,1808.8,1894.9,0,0.6182
"679","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",318.118777027,318.415346602,0.297,3.733,5.549,1033.6,172.3,0.1,326.4,-326.4,1894.9,1981.1,86.1,0.4314
"680","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",339.714809003,339.993933309,0.279,4.093,5.632,1205.9,172.3,0,296.8,-281.9,1808.8,1808.8,86.1,0.4468
"681","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",375.146854341,375.472499364,0.326,4.034,5.498,947.5,86.1,0.1,281.9,-296.8,1808.8,1981.1,86.1,0.6071
"682","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",399.930465592,400.267740795,0.337,3.813,5.836,775.2,172.3,0.1,296.8,-296.8,1722.7,2842.4,86.1,0.7193
"683","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",508.478317732,508.757442038,0.279,3.653,5.479,430.7,258.4,0.1,326.4,-296.8,1808.8,2756.2,86.1,0.7234
"684","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",552.662534089,552.941658395,0.279,3.69,5.476,861.3,172.3,0.1,267.1,-281.9,1808.8,1981.1,86.1,0.7234
"685","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",593.26956016,593.542869376,0.273,3.815,5.745,861.3,172.3,0.1,311.6,-281.9,1722.7,2670.1,86.1,0.6596
"686","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",626.346901866,626.67254689,0.326,3.851,6.128,947.5,172.3,0.1,727,-356.1,1722.7,4392.8,86.1,0.7455
"687","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",644.158628262,644.507533644,0.349,3.536,5.883,1033.6,258.4,0.1,296.8,-296.8,1808.8,2067.2,86.1,0.661
"688","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",655.919062298,656.250522411,0.331,3.561,5.814,1033.6,258.4,0.1,267.1,-237.4,1808.8,2067.2,430.7,0.7321
"689","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",666.974960362,667.347126103,0.372,3.665,6.036,1119.7,172.3,0.1,222.6,-207.7,1808.8,2153.3,172.3,0.746
"690","tamhini","N_A","n_04","AN","ZOOM0492_Tr1.WAV",687.896441932,688.222086955,0.326,3.732,5.79,689.1,172.3,0.1,281.9,-281.9,1981.1,2239.5,86.1,0.5
"691","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",25.502451852,25.781576158,0.279,4.452,6.156,4306.6,689.1,0.1,281.9,-281.9,1119.7,1722.7,86.1,0.2766
"692","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",55.818956705,56.11552628,0.297,3.724,5.353,2239.5,689.1,0.1,296.8,-281.9,1033.6,1808.8,86.1,0.26
"693","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",137.550572532,137.800621389,0.25,4.356,5.714,4048.2,689.1,0.1,237.4,-267.1,1636.5,1722.7,86.1,0.7143
"694","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",225.363015622,225.642139927,0.279,4.612,5.628,4478.9,1033.6,0.1,281.9,-267.1,1378.1,2928.5,86.1,0.8723
"695","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",250.73038448,250.992063517,0.262,3.876,5.69,2842.4,430.7,0.1,252.2,-267.1,1119.7,1722.7,86.1,0.2727
"696","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",375.678255438,375.945749565,0.267,4.798,5.76,4737.3,1033.6,0.1,252.2,-252.2,1119.7,1894.9,86.1,0.5556
"697","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",400.492301359,400.777240754,0.285,4.881,5.678,4565,861.3,0.1,237.4,-267.1,1119.7,1722.7,86.1,0.5208
"698","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",508.995860716,509.30987556,0.314,4.72,5.678,4478.9,1119.7,0.1,252.2,-267.1,1636.5,1636.5,86.1,0.7358
"699","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",553.166218959,553.422082906,0.256,4.076,5.505,3273,689.1,0.1,281.9,-281.9,1722.7,2756.2,86.1,0.5581
"700","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",626.86308563,627.182915563,0.32,4.095,5.94,2842.4,689.1,0.1,281.9,-267.1,1722.7,1722.7,86.1,0.8364
"701","tamhini","N_A","n_04","DN","ZOOM0492_Tr1.WAV",644.747311543,645.096216925,0.349,4.034,5.937,3014.6,689.1,0.2,356.1,-341.3,1722.7,3617.6,86.1,0.7627
"702","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",5.115507203,5.436445849,0.321,2.931,4.876,602.9,172.3,0.1,252.2,-192.9,1722.7,1808.8,0,0.4815
"703","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",17.061526774,17.363304904,0.302,3.166,4.728,689.1,344.5,0.1,252.2,-252.2,1636.5,1722.7,86.1,0.3922
"704","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",31.466523538,31.763511539,0.297,2.947,4.723,689.1,258.4,0.1,222.6,-163.2,1205.9,1636.5,86.1,0.92
"705","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",41.67984923,41.991207618,0.311,3.082,5.287,689.1,344.5,0.1,29.7,-163.2,1550.4,1636.5,344.5,0.4808
"706","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",54.482630897,54.798779413,0.316,2.992,4.769,602.9,344.5,0,178.1,-192.9,1636.5,1636.5,86.1,0.5094
"707","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",64.262536035,64.554733907,0.292,2.98,4.82,602.9,258.4,0.1,59.4,-237.4,1636.5,1722.7,0,0.449
"708","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",73.984959625,74.315478529,0.331,2.732,4.826,775.2,172.3,0.1,296.8,-311.6,1894.9,1894.9,86.1,0.4643
"709","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",84.829424823,85.164733856,0.335,2.732,4.434,775.2,258.4,0.1,74.2,-74.2,1894.9,1894.9,861.3,0.5
"710","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",93.686651357,94.036330778,0.35,2.758,4.391,861.3,172.3,0.1,118.7,-148.4,1981.1,1981.1,86.1,0.3667
"711","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",102.621849733,102.976319282,0.354,2.77,4.982,775.2,172.3,0.1,103.9,-311.6,1894.9,2067.2,0,0.4333
"712","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",115.790993204,116.116721979,0.326,2.602,5.003,775.2,172.3,0.1,148.4,-252.2,1722.7,1894.9,86.1,0.5818
"713","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",127.281953573,127.583731703,0.302,2.585,4.664,775.2,172.3,0.1,74.2,-89,1894.9,1894.9,947.5,0.4902
"714","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",134.109673535,134.478513471,0.369,2.631,5.082,775.2,172.3,0.1,148.4,-296.8,1894.9,1981.1,86.1,0.4762
"715","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",140.608678664,140.991888987,0.383,2.763,4.95,861.3,172.3,0.1,163.2,-118.7,1981.1,1981.1,861.3,0.4923
"716","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",147.455559141,147.800448432,0.345,2.72,4.472,861.3,258.4,0.1,89,-192.9,1808.8,1981.1,86.1,0.5862
"717","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",153.317489337,153.657588499,0.34,2.8,4.84,947.5,258.4,0.1,118.7,-267.1,1981.1,1981.1,172.3,0.4912
"718","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",160.345723715,160.676242619,0.331,2.727,4.716,861.3,172.3,0.1,118.7,-267.1,1894.9,1981.1,86.1,0.4
"719","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",167.088366652,167.466786846,0.378,3.097,4.774,861.3,258.4,0.1,133.5,-281.9,1981.1,2067.2,86.1,0.4219
"720","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",174.623695935,174.954214839,0.331,2.929,4.595,947.5,258.4,0.1,252.2,-118.7,1981.1,2842.4,861.3,0.4643
"721","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",181.674236907,182.076607746,0.402,3.081,4.963,947.5,172.3,0.1,133.5,-237.4,1981.1,2067.2,86.1,0.4853
"722","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",188.631776876,188.991036554,0.359,2.871,4.869,861.3,172.3,0.1,133.5,-118.7,1981.1,2067.2,86.1,0.459
"723","tamhini","N_A","n_05","AN","ZOOM0508_Tr1.WAV",197.741070063,198.047638322,0.307,2.592,4.84,861.3,172.3,0.1,163.2,-326.4,1894.9,1981.1,86.1,0.3654
"724","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",5.577667384,5.89860603,0.321,3.048,4.718,689.1,258.4,0.1,163.2,-192.9,1033.6,1464.3,86.1,0.5273
"725","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",17.560853136,17.83868062,0.278,2.855,4.241,689.1,258.4,0.1,178.1,-207.7,1033.6,1550.4,86.1,0.5
"726","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",64.700746718,65.021685363,0.321,3.018,4.927,689.1,172.3,0.1,207.7,-192.9,1119.7,1378.1,86.1,0.6364
"727","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",85.332874897,85.663393801,0.331,2.847,4.464,775.2,516.8,0.1,178.1,-207.7,1119.7,1981.1,86.1,0.75
"728","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",94.203320406,94.562580084,0.359,2.907,4.472,775.2,602.9,0.1,178.1,-311.6,1119.7,1981.1,86.1,0.6885
"729","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",103.144460323,103.494139743,0.35,2.965,5.288,775.2,602.9,0.1,148.4,-178.1,1119.7,1894.9,258.4,0.6441
"730","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",116.253148417,116.569296934,0.316,2.609,4.656,689.1,258.4,0.1,163.2,-103.9,1119.7,1894.9,86.1,0.434
"731","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",127.735199532,128.065718435,0.331,2.741,4.713,775.2,172.3,0.1,178.1,-192.9,1119.7,1722.7,86.1,0.6786
"732","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",134.629981299,134.946129816,0.316,2.771,4.745,775.2,516.8,0.1,103.9,-118.7,1119.7,1894.9,947.5,0.5472
"733","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",141.158213727,141.512683276,0.354,2.835,4.915,775.2,602.9,0.1,133.5,-207.7,1119.7,1808.8,86.1,0.5333
"734","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",147.95670639,148.30638581,0.35,2.859,4.927,775.2,602.9,0.1,163.2,-267.1,1119.7,1981.1,430.7,0.6167
"735","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",153.794673711,154.197044551,0.402,2.898,4.72,689.1,602.9,0.1,133.5,-296.8,1119.7,2842.4,86.1,0.6618
"736","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",160.840264534,161.204314341,0.364,2.755,4.533,775.2,516.8,0.1,178.1,-267.1,1119.7,1894.9,86.1,0.5574
"737","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",167.623044804,167.982304482,0.359,2.937,4.773,775.2,516.8,0.1,192.9,-148.4,1119.7,1981.1,86.1,0.6393
"738","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",175.115921699,175.46081099,0.345,2.85,4.475,775.2,602.9,0.1,163.2,-133.5,1119.7,1981.1,947.5,0.431
"739","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",182.241116185,182.629116637,0.388,3.032,4.693,775.2,516.8,0.1,133.5,-103.9,1119.7,1808.8,947.5,0.7121
"740","tamhini","N_A","n_05","DN","ZOOM0508_Tr1.WAV",189.146623509,189.558574607,0.412,3.031,4.774,861.3,258.4,0.1,519.3,-311.6,1033.6,3100.8,86.1,0.3571
